id,month,bank_name,no_of_transactions,amt_of_transactions,no_of_active_costumers
18300,01-09-2021,Sant Sopankaka Co-operative Bank,1523,800.38,
18301,01-09-2021,Saraswat Co-operative Bank,8550484,246687.66,
18302,01-09-2021,Sardar Vallabhbhai Co-operative Bank,3210,670.96,
18303,01-09-2021,Sarva Haryana Gramin Bank,29098,4513.44,
18304,01-09-2021,Saurashtra Gramin Bank,37404,12674.87,
18305,01-09-2021,Sharad Co-operative Bank,23585,3256.55,
18306,01-09-2021,Shinhan Bank,15473,4804.46,
18307,01-09-2021,Shivalik Small Finance Bank,17203,10102.03,
18308,01-09-2021,Shree Dharati Co-operative Bank,3755,686.8,
18309,01-09-2021,Shree Kadi Nagrik Co-operative Bank,6874,16583.84,
18310,01-09-2021,Shree Mahavir Co-operative Bank,15170,265.46,
18311,01-09-2021,Shree Mahuva Nagrik Co-operative Bank,231,80.85,
18312,01-09-2021,Shree Sharada Co-operative Bank Pune,1337,192.49,
18313,01-09-2021,Shree Warana Co-operative Bank,5769,1407.12,
18314,01-09-2021,Shri Arihant Co-operative Bank,9001,2950.01,
18315,01-09-2021,Shri Chhatrapati Rajarshi Shahu Urban Co-operative Bank,153693,18903.84,
18316,01-09-2021,Shri Mahalaxmi Co-operative Bank Kolhapur,2608,212.85,
18317,01-09-2021,Shri Rajkot District Central Co-operative Bank,15154,4134.12,
18318,01-09-2021,Shri Shivayogi Murughendra Swami Urban Co-operative Bank,46,25.98,
18319,01-09-2021,Sindhudurg District Central Co-operative Bank,7978,777.99,
18320,01-09-2021,Sree Charan Souhardha Co-operative Bank,7345,107.79,
18321,01-09-2021,Sreenidhi Souharda Co-operative Bank Niyamitha,212,19.9,
18322,01-09-2021,Surat National Co-operative Bank,16191,16459.34,
18323,01-09-2021,Suryoday Small Finance Bank,61197,15759.75,
18324,01-09-2021,Swatantrya Senani Late Shripal Alase Kaka Kurundwad Urban Co-operative Bank Kurundwad,102,9.27,
18325,01-09-2021,Tamil Nadu State Apex Co-operative Bank,2711,194.67,
18326,01-09-2021,Telangana Grameena Bank,51545,6227.93,
18327,01-09-2021,Thane Bharat Co-operative Bank,16709,1557.45,
18328,01-09-2021,Adarsh Co-operative Urban Bank,11286,3763.93,
18329,01-09-2021,Ahmedabad District Co-operative Bank,700676,23508.88,
18330,01-09-2021,Akola Janata Commercial Co-operative Bank,18432,5392.82,
18331,01-09-2021,Anand Mercantile Co-operative Bank,4378,1080.92,
18332,01-09-2021,Bapunagar Mahila Co-operative Bank,89,28.96,
18333,01-09-2021,Baroda Central Co-operative Bank,179656,6777.94,
18334,01-09-2021,Bavla Nagrik Co-operative Bank,958,730.31,
18335,01-09-2021,Bhiwani Central Co-operative Bank,1134,371.88,
18336,01-09-2021,Bicholim Urban Co-operative Bank,4012,1107.68,
18337,01-09-2021,Business Co-operative Bank Maryadit,4936,1061.18,
18338,01-09-2021,Calicut Co-operative Urban Bank,574,18.77,
18339,01-09-2021,Commercial Co-operative Bank - Jamnagar,4752,2786.68,
18340,01-09-2021,Cosmos Co-operative Bank,2449007,70759.45,
18341,01-09-2021,Dahod Urban Co-operative Bank,4898,4236.68,
18342,01-09-2021,Eenadu Co-operative Urban Bank,1454,364.2,
18343,01-09-2021,Gandhidham Co-operative Bank,2665,1072.74,
18344,01-09-2021,Jain Co-operative Bank,976,125.8,
18345,01-09-2021,Jampeta Co-operative Urban Bank,546,74.2,
18346,01-09-2021,Jhajjar Central Co-operative Bank,129,37.79,
18347,01-09-2021,Kalupur Commercial Co-operative Bank,660057,50254.65,
18348,01-09-2021,Kalyan Janata Co-operative Bank,887061,16389.45,
18349,01-09-2021,Karnavati Co-operative Bank,13913,10371.76,
18350,01-09-2021,Kodungallur Town Co-operative Bank,2,0.02,
18351,01-09-2021,Kolar and Chikballapura District Central Co-operative Bank Kolar,367,37.18,
18352,01-09-2021,Kranthi Co-operative Urban Bank,1743,272.73,
18353,01-09-2021,Kukarwada Nagarik Co-operative Bank,5933,6013.08,
18354,01-09-2021,Kumbakonam Central Co-operative Bank,115,3.64,
18355,01-09-2021,Maharaja Co-operative Urban Bank,246,219.94,
18356,01-09-2021,Malviya Urban Co-operative Bank,48,7.25,
18357,01-09-2021,Mandvi Nagrik Co-operative Bank,367,55.38,
18358,01-09-2021,Mangalore Co-operative Town Bank,376,73.63,
18359,01-09-2021,Mattancherry Sarvajanik Co-operative Bank,646,39.38,
18360,01-09-2021,Modasa Nagarik Co-operative Bank,1772,1245.71,
18361,01-09-2021,Muslim Co-operative Bank,19931,2287.59,
18362,01-09-2021,Mysore and Chamarajanagar District Co-operative Central Bank Mysuru,1024,167.59,
18363,01-09-2021,Naroda Nagrik Co-operative Bank,4937,5931.98,
18364,01-09-2021,Navnirman Co-operative Bank,15607,9571.01,
18365,01-09-2021,Nawanagar Co-operative Bank,16701,13300.06,
18366,01-09-2021,The Nilgiris District Central Co-operative Bank Ltd,136,6.2,
18367,01-09-2021,Ottapalam Co-operative Urban Bank,3266,459.18,
18368,01-09-2021,Panipat Central Co-operative Bank,327,146.46,
18369,01-09-2021,Pimpalgaon Merchant Co-operative Bank,1588,315.33,
18370,01-09-2021,Pratap Co-operative Bank,1436,153.68,
18371,01-09-2021,Salem District Central Co-operative Bank,565,25.05,
18372,01-09-2021,Sangamner Merchants Co-operative Bank,4697,1446.52,
18373,01-09-2021,Sankheda Nagrik Co-operative Bank,155,65.38,
18374,01-09-2021,Santrampur Urban Co-operative Bank,13,0.51,
18375,01-09-2021,Sarangpur Co-operative Bank,988,1223.17,
18376,01-09-2021,Shahada Peoples Co-operative Bank Shahada,164,28.74,
18377,01-09-2021,Shillong Co-operative Urban Bank,1393,285.63,
18378,01-09-2021,Sultans Battery Co-operative Urban Bank,1315,78.01,
18379,01-09-2021,Tamil Nadu Industrial Co-operative Bank,443,20.44,
18380,01-09-2021,Thrissur District Co-operative Bank,10769,2067.21,
18381,01-09-2021,Udaipur Mahila Samridhi Urban Co-operative Bank,12428,787.66,
18382,01-09-2021,Udaipur Mahila Samridhi Urban Co-operative Bank,24679,1077.23,
18383,01-09-2021,Union Co-operative Bank,3752,2186.06,
18384,01-09-2021,Varachha Co-operative Bank,71946,35541.8,
18385,01-09-2021,Virudhunagar District Central Co-operative Bank,92,3.61,
18386,01-09-2021,The New Urban Co-operative Bank Rampur,6948,1962.04,
18387,01-09-2021,Tirunelveli District Central Co-operative Bank,198,8.77,
18388,01-09-2021,Tirupati Urban Co-operative Bank Mydt,5996,912.34,
18389,01-09-2021,Tiruvannamalai District Central Co-operative Bank,286,13.51,
18390,01-09-2021,TJSB Co-operative Bank,3288874,59719.95,
18391,01-09-2021,Tumkur Grain Merchants Co-operative Bank,6134,2744.32,
18392,01-09-2021,Tamilnad Mercantile Bank,719466,89574.97,
18393,01-09-2021,Textile Traders Co-operative Bank,3828,3544.2,
18394,01-09-2021,Accountant Generals Office Employees Co-operative Bank,520,78.19,
18395,01-09-2021,Adinath Co-operative Bank,214,94.82,
18396,01-09-2021,Ahmedabad Mercantile Co-operative Bank,157507,46015.85,
18397,01-09-2021,Ajara Urban Co-operative Bank,2709,215.66,
18398,01-09-2021,Akola District Central Co-operative Bank,18432,5392.82,
18399,01-09-2021,Amravati Zilla Parishad Shikshak Co-operative Bank,3246,362.47,
18400,01-09-2021,Andhra Pradesh State Co-operative Bank,1965,401.53,
18401,01-09-2021,Ashta Peoples Co-operative Bank,598,60.34,
18402,01-09-2021,Babasaheb Deshmukh Co-operative Bank,39,0.09,
18403,01-09-2021,Banaskantha Mercantile Co-operative Bank,20638,14462.22,
18404,01-09-2021,Bardoli Nagrik Co-operative Bank,1049,276.32,
18405,01-09-2021,Baroda City Co-operative Bank,1227,338.67,
18406,01-09-2021,Bellary District Central Co-operative Bank,4971,910.77,
18407,01-09-2021,Bhagyalakshmi Mahila Co-operative Bank,4842,3314.03,
18408,01-09-2021,Bhagyodaya Co-operative Bank,3718,3154.39,
18409,01-09-2021,Bhuj Commercial Co-operative Bank,4679,3999.03,
18410,01-09-2021,Chanasma Nagrik Co-operative Bank,495,385.43,
18411,01-09-2021,Cherpalcheri Co-operative Urban Bank,82,0.1,
18412,01-09-2021,Chikhli Urban Co-operative Bank,26684,12438.39,
18413,01-09-2021,Co-operative Bank of Mehasana,2108,692.32,
18414,01-09-2021,Coimbatore District Central Co-operative Bank,471,18.84,
18415,01-09-2021,Commercial Co-operative Bank Kolhapur,1747,149.32,
18416,01-09-2021,Cuddalore District Central Co-operative Bank,300,12.13,
18417,01-09-2021,Dahod Mercantile Co-operative Bank,1995,1821.09,
18418,01-09-2021,Davangere Harihar Urban Co-operative Bank,72,3.69,
18419,01-09-2021,Dharmapuri District Central Co-operative Bank,704,32.38,
18420,01-09-2021,Erode District Central Co-operative Bank,1117,48.59,
18421,01-09-2021,Financial Co-operative Bank,2299,370.87,
18422,01-09-2021,Gandevi Peoples Co-operative Bank,1409,1044.8,
18423,01-09-2021,Gandhidham Mercantile Co-operative Bank,2665,1072.74,
18424,01-09-2021,Gandhinagar Nagarik Co-operative Bank,1517,261.95,
18425,01-09-2021,Greater Bombay Co-operative Bank,26503,3718.49,
18426,01-09-2021,Gujarat State Co-operative Bank,167315,6749.76,
18427,01-09-2021,Guntur Co-operative Urban Bank,276,28.59,
18428,01-09-2021,Haryana State Co-operative Apex Bank,2174,405.71,
18429,01-09-2021,Hasti Co-operative Bank,114749,7657.13,
18430,01-09-2021,Jalgaon Peoples Co-operative Bank,274772,20502.72,
18431,01-09-2021,Jamkhandi Urban Co-operative Bank,2039,64.78,
18432,01-09-2021,Jammu and Kashmir Bank,17641763,1068636.73,
18433,01-09-2021,Jind Central Co-operative Bank,315,70.7,
18434,01-09-2021,Junagadh Commercial Co-operative Bank,6267,3302.01,
18435,01-09-2021,Kancheepuram Central Co-operative Bank,454,22.94,
18436,01-09-2021,Karnataka State Co-operative Apex Bank,23918,2463.06,
18437,01-09-2021,Kodagu District Central Co-operative Bank,1079,113.24,
18438,01-09-2021,Kolhapur Urban Co-operative Bank,5573,1010.98,
18439,01-09-2021,Maharashtra Mantralaya and Allied Offices Co-operative Bank,1755,195.6,
18440,01-09-2021,Maharashtra State Co-operative Bank,19337,1987.61,
18441,01-09-2021,Malad Co-operative Bank,39355,695.06,
18442,01-09-2021,Mangalore Catholic Co-operative Bank,2400,379.07,
18443,01-09-2021,Meghalaya Co-operative Apex Bank,9099,888.14,
18444,01-09-2021,Municipal Co-operative Bank Mumbai,8748,1101.11,
18445,01-09-2021,Nandura Urban Co-operative Bank,8865,3261.47,
18446,01-09-2021,Naval Dockyard Co-operative Bank,4207,430.46,
18447,01-09-2021,Nilambur Co-operative Urban Bank,16636,3127.47,
18448,01-09-2021,Panchmahal District Co-operative Bank,6228,1910.9,
18449,01-09-2021,Panchsheel Mercantile Co-operative Bank,1083,98.11,
18450,01-09-2021,Panipat Urban Co-operative Bank,18000,23170.83,
18451,01-09-2021,Ponani Co-operative Urban Bank,49,7.58,
18452,01-09-2021,Pudukkottai District Central Co-operative Bank,217,9.51,
18453,01-09-2021,Punjab State Co-operative Bank,104,16.67,
18454,01-09-2021,Railway Employees Co-operative Bank Jaipur,500,1034.13,
18455,01-09-2021,Rajasthan State Co-operative Bank,3,0.1,
18456,01-09-2021,Rajkot Commercial Co-operative Bank,1346,698.64,
18457,01-09-2021,Ranuj Nagrik Co-operative Bank,1054,291.7,
18458,01-09-2021,SSK Co-operative Bank,17936,458.34,
18459,01-09-2021,Sabarkantha District Central Co-operative Bank,28685,12035.03,
18460,01-09-2021,Sarvodaya Co-operative Bank Surat,11314,5036,
18461,01-09-2021,Satara District Central Co-operative Bank,17578,1954.25,
18462,01-09-2021,Saurashtra Co-operative Bank,3971,1319.89,
18463,01-09-2021,Shirpur Peoples Co-operative Bank,7414,790.65,
18464,01-09-2021,Sirsi Urban Co-operative Bank,1458,164.45,
18465,01-09-2021,Sonepat Central Co-operative Bank,205,47.24,
18466,01-09-2021,Surat District Co-operative Bank,11158,2575.85,
18467,01-09-2021,Surat Mercantile Co-operative Bank,3669,1413.45,
18468,01-09-2021,Sutex Co-operative Bank,39133,8943.77,
18469,01-09-2021,Thane District Central Co-operative Bank,15273,1305.3,
18470,01-09-2021,Thanjavur Central Co-operative Bank,108,4.22,
18471,01-09-2021,Thoothukudi Central Co-operative Bank,130,5.69,
18472,01-09-2021,Tiruchirapalli District Central Co-operative Bank,770,32.37,
18473,01-09-2021,Udaipur Urban Co-operative Bank,19191,3775.74,
18474,01-09-2021,Udupi Co-operative Town Bank,1539,935.71,
18475,01-09-2021,Una Peoples Co-operative Bank,1548,769.7,
18476,01-09-2021,Urban Co-operative Bank Dharangaon,36536,598.58,
18477,01-09-2021,Vellore District Central Co-operative Bank,719,35.93,
18478,01-09-2021,Veraval Peoples Co-operative Bank,3038,970.55,
18479,01-09-2021,Vijay Co-operative Bank,3025,409.8,
18480,01-09-2021,Vishweshwar Co-operative Bank,260974,4924.05,
18481,01-09-2021,Washim Urban Co-operative Bank,858,223.94,
18482,01-09-2021,Wayanad District Co-operative Bank,2355,757.08,
18483,01-09-2021,Tripura Gramin Bank,327269,5756.39,
18484,01-09-2021,Tripura State Co-operative Bank,1566,69.65,
18485,01-09-2021,UCO Bank,36525648,784135.17,
18486,01-09-2021,Unjha Nagrik Co-operative Bank,1201,1548.52,
18487,01-09-2021,Uttarakhand Gramin Bank,47446,5403.75,
18488,01-09-2021,Ujjivan Small Finance Bank,8717900,200837.86,
18489,01-09-2021,Union Bank of India,211909684,4793602.7,
18490,01-09-2021,Utkarsh Small Finance Bank,42719,7615.22,
18491,01-09-2021,Vaishya Nagari Co-operative Bank,11649,8108.18,
18492,01-09-2021,Vaishya Co-operative Bank Mumbai,1009,78.06,
18493,01-09-2021,Valsad District Central Co-operative Bank,3189,617.37,
18494,01-09-2021,Vasai Janata Co-operative Bank,7664,1490.08,
18495,01-09-2021,Veerashaiva Co-operative Bank,1366,135.99,
18496,01-09-2021,Villupuram District Central Co-operative Bank,673,72.28,
18497,01-09-2021,Valmiki Urban Co-operative Bank Pathari,767,53.21,
18498,01-09-2021,Vardhaman Mahila Co-operative Urban Bank,460,62.69,
18499,01-09-2021,Vasai Vikas Co-operative Bank,15001,3109.54,
18500,01-09-2021,Vijay Commercial Co-operative Bank,1643,506.92,
18501,01-09-2021,Vijayapura District Central Co-operative Bank,1943,1024.75,
18502,01-09-2021,Vikas Souharda Co-operative Bank,60921,3749.86,
18503,01-09-2021,Vikramaditya Nagrik Co-operative Bank,3226,0.03,
18504,01-09-2021,Woori Bank,534,187.82,
18505,01-09-2021,Wardhaman Urban Co-operative Bank,1372,241.66,
18506,01-09-2021,Yes Bank,18548457,962664.74,
18507,01-10-2021,Andhra Pradesh Mahesh Co-operative Urban Bank,13847,4348.54,
18508,01-10-2021,Abhinandan Urban Co-operative Bank Amravati,1707,596.65,
18509,01-10-2021,Ahmednagar Merchants Co-operative Bank,12788,4215.11,
18510,01-10-2021,Amreli Jilla Madhyasth Co-operative Bank,36366,7904.01,
18511,01-10-2021,Andhra Pradesh Grameen Vikas Bank,120971,26092.97,
18512,01-10-2021,AU Small Finance Bank,9000673,675138.48,
18513,01-10-2021,Axis Bank,267644693,10263892.4,
18514,01-10-2021,Abhinav Co-operative Bank,4797,920.62,
18515,01-10-2021,Abhyudaya Co-operative Bank,2788201,62587.63,
18516,01-10-2021,Adarsh Co-operative Urban Bank,171526,25106.69,
18517,01-10-2021,Agrasen Bank,1990,729.45,
18518,01-10-2021,Ahmednagar Shahar Co-operative Bank,3096,313.55,
18519,01-10-2021,Airtel Payments Bank,64296302,1024247.58,
18520,01-10-2021,Akhand Anand Co-operative Bank Surat,10838,3028.96,
18521,01-10-2021,Ambajogai Peoples Co-operative Bank Ambajogai,2523,968.25,
18522,01-10-2021,Ambarnath Jai-Hind Co-operative Bank,10515,2030.44,
18523,01-10-2021,Amreli Nagarik Co-operative Bank,582,692.5,
18524,01-10-2021,Apna Co-operative Bank,220495,17335.19,
18525,01-10-2021,Arvind Co-operative Bank,1353,249.65,
18526,01-10-2021,Assam Gramin Vikash Bank,355352,5305.06,
18527,01-10-2021,Associate Co-operative Bank,9487,6722.3,
18528,01-10-2021,Balusseri Co-operative Urban Bank,11,2.09,
18529,01-10-2021,Banaskantha District Central Co-operative Bank,20061,14207.45,
18530,01-10-2021,Bank of Baroda,273608028,5961419.76,
18531,01-10-2021,Baran Nagrik Sahkari Bank,1751,2459.45,
18532,01-10-2021,Bassein Catholic Co-operative Bank,87173,22340,
18533,01-10-2021,Bhagini Nivedita Co-operative Bank,205928,4004.21,
18534,01-10-2021,Bhavana Rishi Co-operative Urban Bank,1903,591.22,
18535,01-10-2021,Bhilwara Urban Co-operative Bank,7777,507.41,
18536,01-10-2021,Balasinor Nagarik Co-operative Bank,648,1064.27,
18537,01-10-2021,Balotra Urban Co-operative Bank,6694,5436.17,
18538,01-10-2021,Bandhan Bank,15658946,724215.46,
18539,01-10-2021,Bank of Bahrain and Kuwait B.S.C.,154,17.37,
18540,01-10-2021,Bank of India,19129872,1259135.48,
18541,01-10-2021,Bank of Maharashtra,81369892,1264583.28,
18542,01-10-2021,Baroda UP Gramin Bank,232779,18433.52,
18543,01-10-2021,Bhadradri Co-operative Urban Bank,18028,1174.75,
18544,01-10-2021,Bharat Co-operative Bank,1787718,109033.24,
18545,01-10-2021,Bhavnagar District Co-operative Bank,4126,1040.21,
18546,01-10-2021,C G Rajya Co-operative Bank Mydt,8441,415.34,
18547,01-10-2021,Catholic Syrian Bank,2515898,71575.37,
18548,01-10-2021,Citi Bank,15081514,801226.85,
18549,01-10-2021,Citizens Co-operative Bank Rajkot,7078,6952.13,
18550,01-10-2021,City Union Bank,18889920,538918.67,
18551,01-10-2021,Coastal Local Area Bank,7091,2842.68,
18552,01-10-2021,Colour Merchants Co-operative Bank,198,36.34,
18553,01-10-2021,Canara Bank,191711096,4437766.51,
18554,01-10-2021,Capital Small Finance Bank,295140,41729.72,
18555,01-10-2021,Central Bank of India,90639699,1629802.63,
18556,01-10-2021,Chaitanya Godavari Grameena Bank,1547513,25866.77,
18557,01-10-2021,Chikmagalur District Central Co-operative Bank,695,84.08,
18558,01-10-2021,Citizen Credit Co-operative Bank,24728,1951.97,
18559,01-10-2021,DBS Bank India,12796626,238878.56,
18560,01-10-2021,DCB Bank,1114283,118313.28,
18561,01-10-2021,Dhanlaxmi Bank,53342,10916.23,
18562,01-10-2021,Dindigul Central Co-operative Bank,418,20.7,
18563,01-10-2021,Dattatray Maharaj Kalambe Jaoli Bank,17918,1812.89,
18564,01-10-2021,Durgapur Steel Peoples Co-operative Bank,1192,132.91,
18565,01-10-2021,Dakshin Bihar Gramin Bank,51250,7437.33,
18566,01-10-2021,Dausa Urban Co-operative Bank,1435,1890.26,
18567,01-10-2021,Deendayal Nagari Co-operative Bank,1701,335.66,
18568,01-10-2021,Deogiri Nagari Co-operative Bank,11867,2371.97,
18569,01-10-2021,Deutsche Bank AG,374159,23996.41,
18570,01-10-2021,Dhanera Mercantile Co-operative Bank,5521,6492.41,
18571,01-10-2021,Doha Bank QPSC,3307,1308.11,
18572,01-10-2021,Dombivli Nagrik Co-operative Bank,1950404,104100.97,
18573,01-10-2021,Equitas Small Finance Bank,251231,71.21,
18574,01-10-2021,ESAF Small Finance Bank,148991,23818.51,
18575,01-10-2021,Federal Bank,6105898,819997.48,
18576,01-10-2021,Fincare Small Finance Bank,155963,20356.78,
18577,01-10-2021,Fingrowth Co-operative Bank,9524,5398.3,
18578,01-10-2021,Fino Payments Bank,13701262,81178.92,
18579,01-10-2021,G S Mahanagar Co-operative Bank,763634,18801.58,
18580,01-10-2021,GP Parsik Janata Co-operative Bank,1617727,37952.43,
18581,01-10-2021,Gujarat Ambuja Co-operative Bank,1840,1338,
18582,01-10-2021,Godavari Urban Co-operative Bank,11,0.4,
18583,01-10-2021,HDFC Bank,383204151,16939690.91,
18584,01-10-2021,Himachal Pradesh Gramin Bank,108160,137537.19,
18585,01-10-2021,HSBC,3358417,167249.84,
18586,01-10-2021,Hutatma Co-operative Bank,1865,431.95,
18587,01-10-2021,Himatnagar Nagrik Co-operative Bank,3432,2739.83,
18588,01-10-2021,ICICI Bank,267594294,15479998.21,
18589,01-10-2021,IDBI Bank,61213102,1737119.08,
18590,01-10-2021,IDFC First Bank,28913246,1524276.53,
18591,01-10-2021,Indian Overseas Bank,87366351,1913320.9,
18592,01-10-2021,Indore Paraspar Co-operative Bank,3831,105.78,
18593,01-10-2021,Indraprastha Sehkari Bank,2406,828.73,
18594,01-10-2021,IndusInd Bank,35979009,1874723,
18595,01-10-2021,India Post Payments Bank,5201345,191780.73,
18596,01-10-2021,Indian Bank,90153580,1812292,
18597,01-10-2021,Jammu and Kashmir Grameen Bank,286799,16000.67,
